exercise,image,right_ankle,hip_flexion,neck,left_ankle,left_leg_spread,right_elbow,left_knee,left_elbow,right_leg_spread,right_hip,right_arm_torso,left_shoulder,left_hip,right_shoulder,left_arm_torso,torso_bend,right_knee
t bar row,t bar row_100061.jpg,137.63380812008387,170.86608613381864,76.41232663992075,142.37806707505197,64.1716106128761,171.639800425994,169.5282128507421,169.4785425223232,89.94483374225503,144.78315953052845,27.27345377997085,2.168864608560564,170.86608613381864,23.0378998483246,2.929681081561828,170.86608613381864,163.5066211212545
t bar row,t bar row_1800021.jpg,,,29.97260847377563,,,151.78290900646618,,163.30322002919152,,164.0757493736381,4.435124613965464,9.782972256437022,,8.970013654785724,17.58935835069164,,
t bar row,t bar row_300331.jpg,133.37604810194424,147.69181328227097,61.33850882174913,128.07244073692272,82.98408339389277,173.80148015543068,169.78656163285282,173.92721421693287,80.16730954180106,152.95807976969965,18.20777099084311,31.36298443191024,147.69181328227097,15.300329659060438,34.2930248907125,147.69181328227097,163.43159489420634
t bar row,t bar row_900031.jpg,124.82435657029998,178.9160312820719,41.60495959922801,156.6361714736022,71.2570310759674,,174.81225589698585,163.869232452422,77.1129649363365,161.5843433822437,,0.3663979252973571,178.9160312820719,,6.73254243262665,178.9160312820719,176.08827201169726
t bar row,t bar row_1800291.jpg,,,51.19387667543166,,,162.55742118137664,,176.0876229807466,,,5.607752001928848,11.893075312300692,,14.201908754616207,13.733298449092526,,
t bar row,t bar row_1800001.jpg,115.9172508656418,,32.46138231268136,,,167.52848877349103,,173.4278924173164,39.89276053069445,171.40257833053872,17.912034120288595,25.991980414542038,,12.239086061803802,29.190367937554676,,112.01042655277772
t bar row,t bar row_2000571.jpg,,,54.4464813379841,,,157.6320651507722,,,,,18.490395296762113,,,7.534920892383397,,,
t bar row,t bar row_1200201.jpg,,163.8386093172835,49.48941934727195,151.4382994426896,86.4590164237375,,176.87712565868463,172.02985617100634,,117.645331767414,,17.12016665099164,163.8386093172835,18.553837915976352,20.76036058558703,163.8386093172835,
t bar row,t bar row_200441.jpg,133.82617285510165,174.01704048691371,90.54213900503036,133.525479797282,58.50956122588898,170.7541121814566,175.89714800714526,151.200271522528,109.90311725403238,158.87156261208204,26.877952345382507,18.41095084709286,174.01704048691371,22.454328126099853,4.374313499372597,174.01704048691371,172.78125672728473
t bar row,t bar row_1600111.jpg,127.91961785603824,,0.4524262957650343,,,106.94036915601373,,,87.4333269925309,124.47318013962429,18.818885292282083,,,22.3343656018077,,,165.4749941414956
t bar row,t bar row_500211.jpg,,164.09711054799317,43.37368795931816,152.5794573414112,65.34708981816016,179.86435711917898,179.19017486669262,169.62907513917037,,,32.423459624660225,13.633675454107264,164.09711054799317,32.35431403037308,18.19313118489253,164.09711054799317,
t bar row,t bar row_1600431.jpg,,,19.560856397544757,,,148.98289253229723,,151.48498359160206,,138.50787460632395,22.2615471773296,12.297869185242607,,6.525891135979845,25.278725586771074,,
t bar row,t bar row_2100311.jpg,,170.1772030466597,47.42130409456791,,,177.9422480769775,,174.8529954025111,,167.14686544368973,12.362808442131364,12.296962693741806,170.1772030466597,13.347789913526329,9.780042961484245,170.1772030466597,
t bar row,t bar row_1900241.jpg,,,85.5027778184724,,,,,,,,52.90514158284159,,,,,,
t bar row,t bar row_200451.jpg,130.64474219396493,169.72065500133561,89.05795196324947,132.24488955445258,75.94611223002315,170.87507050441576,179.76356035051043,161.75616080014734,94.6902950085605,157.32353690719768,27.1647694377325,10.21681184376008,169.72065500133561,22.914048700404837,1.0730662560749478,169.72065500133561,171.8217605999432
t bar row,t bar row_1800151.jpg,,,29.865193317023085,,,167.3758561844897,,171.7652348208917,,169.047801710321,13.5591683558481,21.318523279439642,,8.069327995860643,25.36779906197148,,
t bar row,t bar row_2000321.jpg,,,,,,,,,,,,,,,,,
t bar row,t bar row_500091.jpg,,,,,,,,,,,,,,,,,
t bar row,t bar row_100271.jpg,,146.76377147513506,26.504385506093723,144.27142346959934,73.06858535164743,171.356779425569,170.39300261606272,172.69665358652327,,,40.02124019729606,24.45019939770005,146.76377147513506,35.68387078133674,27.44242758616873,146.76377147513506,
t bar row,t bar row_1700211.jpg,121.44982956173847,106.88022730244127,17.737309625148846,,,156.05280150534603,,166.97650424218463,74.49482719057684,118.13447552151065,47.122605160437296,30.639117655877286,106.88022730244127,35.716020085183196,36.79763412852012,106.88022730244127,165.4625765664426
t bar row,t bar row_300111.jpg,136.67407504735692,147.6075923906198,46.15239792244027,,,173.3597301180736,,174.13163460565437,74.62368413000507,157.88734955651896,15.255750329680843,29.10914547498876,147.6075923906198,12.180607873727586,32.17279320050718,147.6075923906198,168.4377916019841
t bar row,t bar row_g11.jpg,141.9980537595285,,44.56169116297996,,,160.84039075214451,,173.34888281970672,82.15015382139711,156.922328025558,29.874341873277434,29.948800028826547,,20.898989297495884,33.130881266837136,,173.82611865709853
t bar row,t bar row_1700041.jpg,,135.3232371415863,40.829755773510506,,,,,115.875347954681,,,,6.416350916915682,135.3232371415863,,23.202991508851333,135.3232371415863,
t bar row,t bar row_1500131.jpg,142.9336816182663,156.89815892024683,57.6857065086445,,,,,150.7425808915954,74.66788103047868,153.30071331159414,,9.624418126172918,156.89815892024683,,2.722457313629834,156.89815892024683,174.94914003264856
t bar row,t bar row_2000441.jpg,,,37.100735835171164,,,163.53013870191947,,,,118.03300875004823,23.06925661789941,,,15.972724512506417,,,
t bar row,t bar row_1600231.jpg,123.56874074682001,,9.741315883139334,,,105.0749430401895,,,86.39851696403584,117.33097430696662,17.429351810821146,,,16.274573479874167,,,165.68053269675835
t bar row,t bar row_600061.jpg,165.72371427402197,148.22178726218695,90.20238776905163,146.7878512850606,79.21100311684462,159.68288034251353,161.3345158924802,174.81824240617024,70.32739680896773,177.98675766173352,1.6051337992697816,19.689366162833725,148.22178726218695,7.463732886076917,22.15475913830529,148.22178726218695,179.94935310582392
t bar row,t bar row_300301.jpg,141.9211254076599,161.7795133554034,32.37573905960528,123.506334473,82.61224227868952,113.24920893882181,174.13485607000135,,83.21534686173692,165.94708274921206,1.3866586500063238,,161.7795133554034,35.64899734437202,18.426710776659522,161.7795133554034,173.8164990566675
t bar row,t bar row_200401.jpg,,167.61100665532274,115.59878967659286,,72.71865832797316,171.82582822309388,175.2656504415286,173.1581265231128,,,33.3386693984643,0.24635375511441568,167.61100665532274,29.18082550770902,3.542570305212831,167.61100665532274,
t bar row,t bar row_200221.jpg,,172.31273137834398,50.73534641342098,161.491343806978,73.49777405197013,,177.9509152597567,133.92338147672598,,,18.887341560903945,30.56801391349127,172.31273137834398,,5.226093325756881,172.31273137834398,
t bar row,t bar row_500181.jpg,163.00211118056652,174.7918819922882,53.09652322176912,151.4003357070512,73.46171195024381,,175.89026429246684,125.55872278761784,95.6196297831073,162.92579274228012,,26.083847357558106,174.7918819922882,,1.9220386647612944,174.7918819922882,173.22317471115483
t bar row,t bar row_2100161.jpg,,176.5982606099735,48.029829548225095,,,177.43576785000835,,174.96643555994766,,163.3030943517115,10.751369416978008,11.187170912865085,176.5982606099735,12.068093234284975,8.63486724791623,176.5982606099735,
t bar row,t bar row_1900361.jpg,,161.85073421100213,24.538514620977605,,,,,139.37582411482106,,,,7.95527079547834,161.85073421100213,,11.713786820637248,161.85073421100213,
t bar row,t bar row_1800121.jpg,,,42.50078547602743,,,134.52009139477258,,,,172.30353782882648,0.11626547956337403,,,23.432043149492024,,,
t bar row,t bar row_1800271.jpg,,165.7305296660651,52.47174709248454,,,145.32796977661744,,171.39008101631418,,176.44176771701618,7.643486936975855,6.395389861926427,165.7305296660651,24.664910247899368,10.185915026400316,165.7305296660651,
t bar row,t bar row_1900171.jpg,,,27.573179422753515,,,,,148.9616326928649,,,,1.4894808911106554,,,11.634104225479243,,
t bar row,t bar row_2100151.jpg,,168.22527453170147,46.70133463296214,,,176.74956127643787,,172.6538990018224,,164.07155198678245,9.638644445618304,10.681123342788469,168.22527453170147,11.268592880942522,7.087938102512673,168.22527453170147,
t bar row,t bar row_1900191.jpg,,158.44141604387738,3.153837554270284,,,,,158.3178036855622,,,19.812928199277593,7.67674549210977,158.44141604387738,,16.529425689416243,158.44141604387738,
t bar row,t bar row_400231.jpg,131.9126287225903,,52.51726077119977,,89.18485804217764,168.89056357661138,,,68.16943260886507,150.72163744377585,27.866358796001702,,,23.060402278070907,,,170.34007709975663
t bar row,t bar row_1500061.jpg,,164.4675548250944,53.35643768419367,147.38110100373382,84.00666183531797,,179.97844817785352,169.74563957889808,,118.55150408337539,,17.078059222283578,164.4675548250944,18.26742442501018,21.577313207815482,164.4675548250944,
t bar row,t bar row_2000061.jpg,99.10858120558522,166.56612993416812,109.39748902283884,,86.39613516647945,177.78859619225284,173.51938408854124,,67.14705089272988,152.25058067484653,22.423510927012515,,166.56612993416812,23.451103585176096,,166.56612993416812,174.7272107104352
t bar row,t bar row_1600381.jpg,,,14.660724691308669,,,135.35825379076334,,,,134.78032803282446,21.2989449225664,,,0.4228080773229968,,,
t bar row,t bar row_1800071.jpg,,,30.273388191872108,,,150.78901877078306,,163.44778109944892,,,3.3677022466915636,7.5199673055769765,,10.714209131959793,15.267867974768357,,
t bar row,t bar row_1600191.jpg,,,34.480075134327784,,,153.38473029375248,,152.7111753586116,,130.4890010226644,33.41516709777415,20.18086170817563,,19.428676744883656,33.49035319001817,,
t bar row,t bar row_g14.jpg,,,30.099517492222397,,,96.44732669566564,,,,,8.448870468389426,,,57.66625468314841,,,
t bar row,t bar row_100231.jpg,,178.38548044714335,179.3022570209261,,,150.33754740041442,,124.23521424540047,,,25.71405850869895,37.0145723656876,178.38548044714335,11.548822433731006,9.15688786782743,178.38548044714335,
t bar row,t bar row_800051.jpg,158.65936517693495,165.19803160954302,55.73455968242492,177.88451952384492,68.20715414377749,172.40546728020215,177.25568944977593,167.54967021610256,70.03109797111397,154.35775645986874,3.882173365495244,4.149675742702911,165.19803160954302,7.395413029702525,1.7297678486365569,165.19803160954302,164.20761882230593
t bar row,t bar row_900051.jpg,,176.87295347968166,33.05614713333919,150.01588218863176,75.8297729173974,,173.681882334588,177.68405551588683,,,,8.721631883655467,176.87295347968166,10.19800498030545,9.776194217871753,176.87295347968166,
t bar row,t bar row_400421.jpg,149.52168591285132,,84.34083089055662,,,173.73805390244945,,,65.72881496845075,146.8795160274495,32.2561915209842,,,29.23837659197712,,,165.4999060580975
t bar row,t bar row_1900101.jpg,,159.92593139999536,20.524812387714586,,,174.04395681607028,,168.15334537303156,,,23.595552553805092,10.153296683239995,159.92593139999536,20.833736777646028,14.607271575543384,159.92593139999536,
t bar row,t bar row_1900431.jpg,,162.8626530571482,17.505874718208158,,,,,150.6916316236699,,,20.880444240142424,3.409620493513422,162.8626530571482,,16.341681374922246,162.8626530571482,
t bar row,t bar row_400371.jpg,113.26742737947235,,71.79166180102989,,,171.1829698611545,,,67.36065653050919,147.0295230507168,31.010380128866533,,,27.027283461998135,,,167.89091671197988
t bar row,t bar row_1700101.jpg,,,94.21705025171725,,,,,121.0851943095528,,,,40.477781326075736,,,62.127474300486796,,
t bar row,t bar row_1800201.jpg,,,35.755804134109304,,,148.57597525472445,,,,,0.5756081240075844,,,15.015140758652999,13.071992350250154,,
t bar row,t bar row_2100411.jpg,,179.87966867517503,48.32996050012026,,,,,146.83111031792393,,,,22.044720980508426,179.87966867517503,,5.889128764414451,179.87966867517503,
t bar row,t bar row_1300061.jpg,,,46.59162032736677,,,169.89870352418558,,,,161.34499117868486,20.459965482465538,20.86077823035307,,15.629115836796736,,,
t bar row,t bar row_300381.jpg,126.33067983644287,,36.67998414108774,,,175.6894674678967,,169.43046326683944,80.68953672101728,142.32347121645822,22.702235527482106,29.263774538285634,,20.509314520112174,34.17703585263717,,155.45305745141778
t bar row,t bar row_1600311.jpg,142.5372528066014,,32.36912300209787,,,164.2194047142876,,,66.3829113036986,122.07129440283946,38.518626215821826,,,30.512133319594547,33.367864224993944,,163.26220789766236
t bar row,t bar row_100291.jpg,,123.25252112904819,65.12861190726794,132.1496106526681,85.57383147326141,176.92565131651588,167.09252618330902,149.494928578717,,,62.43622448842543,42.0761911865873,123.25252112904819,60.90102196996284,56.86375835785862,123.25252112904819,
t bar row,t bar row_700191.jpg,159.6089199540943,143.57239324657772,15.617778561846299,144.54606373881944,77.46664557258393,151.54962436489163,142.46190438176728,,71.52649587903134,166.55183304151768,1.7513331995214156,,143.57239324657772,15.41305188487815,,143.57239324657772,167.586529248509
t bar row,t bar row_1600091.jpg,104.35877785346922,,10.08981422472734,,,161.0597367045308,,167.40570210968917,72.82168206437383,117.38793193329671,43.61663577055711,32.45863114967701,,34.29251280311922,38.56112885689099,,161.78979907636545
t bar row,t bar row_700451.jpg,72.78643696634812,,1.7930466059540033,,,169.36088929779726,,,117.01459498832986,178.32006270813545,3.049051989579051,,,1.7287836532926253,,,172.61039914458001
t bar row,t bar row_200161.jpg,,171.76069599688844,47.70691078269377,151.96457598777675,67.9925244247934,170.1743869330424,178.25619026721242,158.61109068617768,103.32511542562328,,25.762301439282705,7.750180714149718,171.76069599688844,21.077147096544355,2.435618772086153,171.76069599688844,
t bar row,t bar row_1600041.jpg,154.39307938837956,,2.424437509873293,,,102.32626882558128,,,84.78986457303213,124.18105996270734,14.397253025510786,,,31.051756052054483,,,162.7153947780539
t bar row,t bar row_500311.jpg,,162.79433626103693,70.73644228921984,152.56221562636557,69.91022794838656,173.4926041270785,179.1837306936329,171.37862100915117,,,34.22007256480478,13.58333888851405,162.79433626103693,30.547384094593532,17.540570334028594,162.79433626103693,
t bar row,t bar row_500191.jpg,144.6913882141065,176.59494655250325,47.65342711832919,145.94180446005947,66.28884699831748,,177.81334169427527,142.6907138731739,104.65979871057384,167.2538017019631,19.68360045958403,14.132015649161895,176.59494655250325,,3.4171055389165184,176.59494655250325,174.5805408060016
t bar row,t bar row_1400081.jpg,172.40338848353272,150.41769013728626,63.66804505473975,170.6308504075526,64.06448834430688,168.65188688793683,167.8012774413362,,72.11324899589027,171.62912216387372,5.201573391647882,6.188660830996776,150.41769013728626,0.20920925251024758,,150.41769013728626,179.56772457891012
t bar row,t bar row_1300031.jpg,,,51.4530154607842,,,170.8429411276761,,,,162.75236786375007,19.20614650948911,19.902737534302872,,14.917755956807408,,,
t bar row,t bar row_2100211.jpg,,177.3797984503478,54.77329446521936,,,170.5054808598262,,169.16226608810493,,,9.847345899043649,13.331204053566395,177.3797984503478,14.628685622450394,7.968898090192031,177.3797984503478,
t bar row,t bar row_1800281.jpg,,,51.699902248760154,,,156.8620880287954,,178.33637243481405,,,5.97005486283184,12.868253500676243,,17.049018989783125,13.633816836627158,,
t bar row,t bar row_200301.jpg,,163.45332251269372,63.66760729844272,,,172.791409636996,,172.8409984577058,,,34.38022446468056,2.3211817146026212,163.45332251269372,30.753484716069362,5.5362516390146,163.45332251269372,
t bar row,t bar row_1600461.jpg,126.3199280534898,,9.565835761606113,,,163.97439299787183,,164.93968916399734,70.27139652651985,133.76727586404533,26.363540573179137,25.32748217481049,,18.90425420109176,32.611888004876675,,156.54260469828122
t bar row,t bar row_1200211.jpg,138.56655689336387,175.42966557671593,43.312670775591506,147.57561770213928,72.29918846128109,,171.87727609527144,154.90724047101367,73.96689249431816,153.55618613501267,,7.031634362420202,175.42966557671593,,3.3966718697030283,175.42966557671593,170.35073492441853
t bar row,t bar row_500171.jpg,,169.91143712671447,28.83643247818248,144.88246047476673,64.90526007120349,165.81022776241076,177.19392514627938,155.0793077589982,,,23.07694908937657,2.7274493109738382,169.91143712671447,16.079670619326798,9.087381977086462,169.91143712671447,
t bar row,t bar row_1900041.jpg,,,28.921407109635094,,,,,136.03128949142888,,,,24.508906613430735,,,2.7447293793464076,,
t bar row,t bar row_1000101.jpg,146.00607318102658,159.71125632503123,51.11847464627525,171.76182728183733,68.6305987936623,178.87702504503568,164.37873150707927,176.73263907176477,65.90423111514866,142.59937278779307,5.812386056467208,1.5031925050042374,159.71125632503123,6.363369024366952,3.027910601401804,159.71125632503123,149.3838422348454
t bar row,t bar row_200281.jpg,,178.00961344467038,54.85709871714461,,,163.0769067785644,,135.5641876545991,,,28.525156576510575,30.396613346231845,178.00961344467038,20.633585634961886,7.755404596405526,178.00961344467038,
t bar row,t bar row_1900021.jpg,,175.67131991389792,29.915398066816394,,,,,142.32088259538827,,,,22.02781361035573,175.67131991389792,,3.5060435161319887,175.67131991389792,
t bar row,t bar row_400131.jpg,107.53476193872217,,58.69917051539576,,,172.72790159716965,,,62.36108123078755,146.82102085221706,31.487422978009985,,,28.188328766702057,,,173.57095589800565
t bar row,t bar row_900091.jpg,156.0517609327612,177.27569770759055,37.01088985921888,139.0674202301579,74.8980047210485,,171.33932622318176,164.79359100874657,71.2718819046241,159.87820271757616,,1.2752627032508737,177.27569770759055,,8.073931949296323,177.27569770759055,175.48397727822274
t bar row,t bar row_1200171.jpg,,164.24347233590322,53.55743972373295,155.84135641002584,83.34859675227696,,178.5522444121387,171.189568707257,,122.09792185088385,,16.4483884766907,164.24347233590322,18.536228547586184,20.725125666862244,164.24347233590322,
t bar row,t bar row_300371.jpg,124.95093322060039,155.76934657888074,46.90288972748062,123.49590294306034,78.01523941450907,160.30086873683197,172.5453344198159,168.6071426395206,87.239099885144,159.17869524260695,12.981059787812196,21.938105913863154,155.76934657888074,3.8355110775624075,27.666415069857777,155.76934657888074,170.96912694544562
t bar row,t bar row_1800381.jpg,,166.57690149812433,79.2092731381965,,,167.69562035724545,,166.09767569621533,,166.56264552554643,14.557705710674213,21.0718125157423,166.57690149812433,20.436473996574428,14.40203446646136,166.57690149812433,
t bar row,t bar row_1600101.jpg,158.5348436193771,,14.369904996539528,,,155.25951270448414,,154.2599069899128,60.99484134430969,127.88777559056068,33.93591257147879,23.46320017739696,,21.194532972606837,35.66818641862236,,168.3270460285811
t bar row,t bar row_400211.jpg,111.70545089036038,,48.04166293459301,,88.39956825148661,142.87200645368372,,,75.52182897485459,153.93445386377078,23.34030458963845,,,8.473830632340864,,,166.65008532995796
t bar row,t bar row_1700051.jpg,,148.40546389657786,15.491833510120358,,68.74853039655203,,156.98851692841774,127.14369634508496,,,,2.8218315817896817,148.40546389657786,,17.264422106010592,148.40546389657786,
t bar row,t bar row_1100011.jpg,159.1104948534492,167.70481851679727,106.60523958515256,177.7982806301045,68.35074975249304,,172.94315811511734,138.08255754074457,70.62508172027931,145.97074873753033,,19.830978432496938,167.70481851679727,8.069562425835882,0.17439979005024905,167.70481851679727,160.84503309346096
t bar row,t bar row_300171.jpg,141.2327895475665,165.8714627543238,41.26835347394213,130.24230285317506,75.05955014507693,109.58348336371499,179.55204782807618,,90.64556889564878,171.7048091715534,9.152464779224458,,165.8714627543238,49.298787643138425,11.581969819639113,165.8714627543238,177.39425094348547
t bar row,t bar row_400151.jpg,104.41633422724527,,51.44142779673047,,,174.49386501967956,,,55.354924141031006,142.586568291722,33.4782198624465,,,31.06961766959503,,,168.15650152101526
t bar row,t bar row_1900271.jpg,,164.059320618395,44.71221140635093,,,,,150.14977764327685,,,,2.5772048653977793,164.059320618395,,11.104525242686602,164.059320618395,
t bar row,t bar row_1700381.jpg,139.76871184057305,103.29090741076612,51.48589337288008,,,176.23374649935573,,,51.870360978887874,95.29139788948294,67.2232118466895,,103.29090741076612,65.3697904093562,,103.29090741076612,159.92391416092096
t bar row,t bar row_900111.jpg,144.5062005555979,175.28063198567065,37.594436593949105,145.1841502365153,64.71985208192956,,170.02015338844404,140.9002034185682,80.2751257670514,156.60893225431397,,13.412336367997296,175.28063198567065,,3.788926778064732,175.28063198567065,171.67054214689838
t bar row,t bar row_1000121.jpg,158.65512296700314,164.42854642425388,62.87837666823824,174.15423518897748,67.58663513542966,172.21539953762442,175.2138455319558,169.38379271640162,68.56066027242743,152.0328606396444,3.8850150609077128,2.2627805611716707,164.42854642425388,7.5506166600873525,2.7338211444947484,164.42854642425388,163.22409375230592
t bar row,t bar row_300221.jpg,136.10671852839315,164.44698945869732,36.789203119970836,129.94634707374402,76.52330569469693,113.1234897387459,179.14562861741686,,89.43460084936753,168.35541679566336,2.740806903410841,,164.44698945869732,39.01262791986979,,164.44698945869732,176.4606445693178
t bar row,t bar row_1800221.jpg,,,37.99495116246014,,,163.77119560648111,,171.84598696698313,,167.0767837455251,9.383010246387302,21.10222249573957,,1.6293935344484325,24.96523773413314,,
t bar row,t bar row_800071.jpg,167.05864910407757,164.41678355139612,55.48844943402187,176.03925815948537,65.74954239983701,169.6668080553456,175.25130778556766,163.4994722523063,71.7277371126464,154.8206083276515,3.941042223796134,6.917441282892423,164.41678355139612,8.754614533069505,0.9941846719145971,164.41678355139612,166.89069414352846
t bar row,t bar row_100021.jpg,,,38.88169352468174,,,172.84656375668038,,174.2376277190875,,,26.993916206417065,2.3755235041033287,,23.553929671731506,0.03634698967297582,,
t bar row,t bar row_g13.jpg,122.95636940217504,121.25482611369694,21.246178820225136,118.47541940242915,61.76730446279544,74.3093238541456,153.6701485621015,,82.8174532169118,141.34975528851447,18.10349793782025,,121.25482611369694,27.612993500789305,,121.25482611369694,156.49603530364584
t bar row,t bar row_600201.jpg,169.56012443075377,170.02147782762728,108.106449488634,136.81653898824638,76.43127265816328,157.48915346925008,177.95432318497063,171.75424473707417,80.05762742812205,176.10633158705812,2.5790662437542173,13.372864217057785,170.02147782762728,12.41126041319923,17.434322014900275,170.02147782762728,176.10230807493534
t bar row,t bar row_300321.jpg,110.64032714836394,,44.52818453625269,,,160.29094395050618,,167.35004488364328,81.20717765192913,159.14374027129543,11.943494015202363,23.159838676782762,,2.901845479520023,29.15280559661844,,174.71588563291826
t bar row,t bar row_2100251.jpg,,,59.780207151932615,,,170.66185766571,,167.86909959349185,,,11.708546483289306,14.287259009157198,,16.375303570318707,8.093431511142397,,
t bar row,t bar row_1700161.jpg,154.59510575423548,,64.98799266477647,,,133.2122488833887,,,61.11689795348458,164.07047827669268,22.130531122723124,46.702891229182214,,0.3975301190371968,,,168.51374061976776
t bar row,t bar row_2000691.jpg,,,56.45552040766398,,,155.76493365480016,,,,141.46318926469112,21.225097735605335,,,9.655180728839095,,,
t bar row,t bar row_700291.jpg,141.34322082889017,,71.3511488778455,,103.91047738623784,176.0355512975873,,,75.9071837504944,137.04437828752134,36.20692420952692,,,34.35157744106061,,,138.26423674025955
t bar row,t bar row_2000681.jpg,,,42.35528705333954,,,158.32078169934812,,,,141.58368813720995,20.342010987370262,,,9.859614699717156,,,
t bar row,t bar row_1600171.jpg,138.41155807977512,,5.891407672382877,,,104.62898973040274,,,93.9104095272988,129.28811328972282,13.247905354581437,,,31.423802913512848,,,165.1954958424246
